,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49
0,-0.0043689567,0.0047900663,0.0005393419,0.0017183752,0.0031347983,-0.007315407,-0.00010591953,-0.0030761908,-0.0049327784,0.00034370692,0.0056942184,-0.0043549556,-0.0039477954,-0.0050319396,0.004665685,-0.0052739508,-0.004065201,-4.9561844e-05,-0.0004965013,-3.168844e-05,0.0059900307,0.003056628,0.0048893285,0.002761366,0.00020662256,-0.004146255,0.0020919929,-0.006788107,0.001747615,-0.0073848055,-0.00029958278,-0.0019820197,0.004609626,0.0027654562,0.007498925,0.00012562497,0.0010142907,-0.002616196,-0.0015688966,0.0020343089,0.0011611421,-0.0006253459,0.0019687926,-0.0036444883,-0.010892091,-0.00095278205,0.0017880689,0.0035684996,0.0035421036,0.008614544
1,-0.004455067,0.002874715,-0.00037450116,0.0002642391,0.0019018678,-0.006311085,-0.0006413792,-0.0037055076,-0.0042100153,-0.00069493114,0.0032465314,-0.0041329092,-0.0041193753,-0.0061273435,0.0024809071,-0.005088725,-0.003263807,-0.0005441734,-0.0014750317,-0.00091798045,0.0038151976,0.0013461662,0.0036822574,0.0012119986,-0.0010386972,-0.0044062766,0.0010136889,-0.0067478693,0.000865965,-0.0063418066,-0.0009487614,-0.003142683,0.0023987219,0.0011091655,0.0052460753,-0.0007585854,0.00054154324,-0.0023854666,-0.0018205456,0.0011023199,0.0004904689,-0.0017067903,0.00043584686,-0.0038258217,-0.00914386,-0.0011609294,0.00043281712,0.0018955274,0.002392181,0.0049565826
2,-0.0044422974,0.0011347748,-0.0011509042,-0.0010480133,0.0007692607,-0.005233949,-0.0010656092,-0.004191672,-0.0034325835,-0.0015905022,0.0010136887,-0.0038303942,-0.0041769515,-0.0069894083,0.00047505813,-0.0048058243,-0.002438577,-0.0009576139,-0.0022975607,-0.0016597674,0.0017916065,-0.00017485699,0.002485366,-0.00018081696,-0.0021289678,-0.0045307507,6.198221e-05,-0.006571176,8.361453e-05,-0.0052268845,-0.0014613477,-0.004099156,0.00040020948,-0.00038074938,0.003095757,-0.001511817,0.00013039305,-0.002099705,-0.0019831401,0.00024863775,-0.00010832036,-0.0026392504,-0.00090838276,-0.0039055008,-0.0073339255,-0.0012802783,-0.0007882096,0.0003618564,0.0012969346,0.0016066009
3,-0.0043125157,-0.00040796422,-0.0017737973,-0.0021931988,-0.00024309543,-0.0040746653,-0.0013626044,-0.0045151785,-0.0025914148,-0.0023241532,-0.0009790644,-0.0034334613,-0.0041041933,-0.0075923842,-0.0013250066,-0.004410911,-0.0015806999,-0.001269089,-0.0029446625,-0.0022386604,-5.2177144e-05,-0.0014870896,0.0013215054,-0.0013949035,-0.0030408066,-0.0045027253,-0.0007447338,-0.006240163,-0.000581604,-0.004032495,-0.0018230302,-0.0048284377,-0.0013593106,-0.0016805917,0.0010772317,-0.0021150592,-0.0002034066,-0.0017459092,-0.0020411506,-0.00050848775,-0.00061851024,-0.0034001018,-0.002043125,-0.003865247,-0.0054566036,-0.0012954265,-0.0018513214,-0.0010092455,0.00027862104,-0.0014022858
4,-0.004044955,-0.0017311972,-0.0022222009,-0.0031429052,-0.0011099818,-0.0028209083,-0.0015150027,-0.004652098,-0.0016741576,-0.0028729746,-0.0027042462,-0.0029251631,-0.0038807995,-0.007907935,-0.0028889829,-0.0038854391,-0.00067916885,-0.0014556564,-0.0033942857,-0.002634175,-0.0016849746,-0.0025687339,0.00021794318,-0.0024041915,-0.0037488898,-0.0043026204,-0.0013854553,-0.005735205,-0.0011089362,-0.0027468954,-0.0020162398,-0.0053047375,-0.002852909,-0.002763591,-0.0007761907,-0.002548496,-0.0004424779,-0.0013094441,-0.0019766614,-0.0011454991,-0.0010181929,-0.0039645093,-0.0029438136,-0.0036844362,-0.0035047766,-0.0011878662,-0.0027307174,-0.0021904076,-0.0006375887,-0.004036112
5,-0.0036153523,-0.002807842,-0.0024747353,-0.003865526,-0.0018060455,-0.0014597249,-0.0015027715,-0.004577338,-0.00066754944,-0.003212535,-0.0041311095,-0.0022862714,-0.003484811,-0.007904656,-0.004182058,-0.003209662,0.0002786958,-0.001491502,-0.0036222306,-0.0028233025,-0.0030728858,-0.0033940864,-0.000794157,-0.0031806426,-0.0042250264,-0.003909305,-0.0018370155,-0.0050335093,-0.0014755995,-0.001358957,-0.0020226978,-0.005500581,-0.0040509133,-0.0036002756,-0.0024279128,-0.002788315,-0.00056617917,-0.00077178515,-0.001770013,-0.0016368702,-0.001284677,-0.0043045282,-0.0035843165,-0.0033402278,-0.0014699197,-0.00093735766,-0.003396599,-0.003151879,-0.001421962,-0.006257763
6,-0.0029976827,-0.0036092063,-0.0025061136,-0.00432608,-0.0022993907,2.3603297e-05,-0.0013028802,-0.0042607784,0.00044490356,-0.0033153011,-0.0052254912,-0.0014954369,-0.0028907158,-0.007548977,-0.005169077,-0.0023607963,0.0013108306,-0.0013482462,-0.0036017606,-0.0027795748,-0.004177672,-0.003935535,-0.001677096,-0.0036925944,-0.0044375025,-0.0032977383,-0.0020719585,-0.0041100727,-0.0016552933,0.00014584129,-0.0018212141,-0.005385477,-0.004920519,-0.0041583315,-0.0038365729,-0.0028083695,-0.0005504855,-0.00011267443,-0.0013975047,-0.0019521851,-0.0013898953,-0.004388898,-0.0039367056,-0.0028062337,0.00065858505,-0.0005212047,-0.0038168405,-0.0038595453,-0.0020408607,-0.008028444
7,-0.0021611417,-0.004103594,-0.0022875736,-0.0044860477,-0.0025560493,0.0016491496,-0.0008906279,-0.0036706196,0.0016829345,-0.0031494137,-0.005950733,-0.00052686664,-0.0020700623,-0.0068044392,-0.0058070906,-0.0013122101,0.0024350525,-0.0009944142,-0.0033016636,-0.0024744351,-0.0049598776,-0.0041624256,-0.0023870722,-0.0039062072,-0.0043517356,-0.0024408496,-0.0020614194,-0.0029364577,-0.0016173029,0.0017836259,-0.0013868216,-0.004925001,-0.005426089,-0.004401251,-0.0049561947,-0.0025786618,-0.0003672437,0.0006930048,-0.00083272933,-0.0020573298,-0.001302362,-0.0041820235,-0.0039693685,-0.00205287,0.002892223,8.527474e-05,-0.0039540716,-0.004275472,-0.0024542361,-0.009305988
8,-0.001070848,-0.0042531337,-0.0017878418,-0.004302483,-0.0025352424,0.003437107,-0.00023601811,-0.0027695692,0.0030690003,-0.002679673,-0.006265402,0.00064948376,-0.0009905464,-0.0056312154,-0.00605227,-3.4465487e-05,0.003676362,-0.0003946152,-0.0026876838,-0.0018755724,-0.0053737387,-0.0040400494,-0.002873303,-0.0037827492,-0.0039288746,-0.001307315,-0.0017707893,-0.0014804316,-0.001326322,0.0035758044,-0.00069200475,-0.0040815156,-0.0055289445,-0.004290282,-0.005735002,-0.0020653238,1.6096066e-05,0.0016721366,-4.5284014e-05,-0.0019125844,-0.0009863524,-0.0036460382,-0.00364754,-0.0010462223,0.005246756,0.00091166026,-0.003768588,-0.004357943,-0.0026183096,-0.010045854
9,0.00031163523,-0.0040177335,-0.00096914027,-0.0037274233,-0.0021937015,0.005412006,0.00069418235,-0.0015171574,0.0046307826,-0.0018675082,-0.0061251298,0.0020661966,0.00038485258,-0.0039858385,-0.005854457,0.0015073952,0.0050628516,0.0004896964,-0.0017217456,-0.000946317,-0.005370708,-0.0035291652,-0.003078084,-0.0032796117,-0.0031263942,0.00013823339,-0.0011621328,0.00029325444,-0.00074418116,0.0055448525,0.00029544698,-0.002814816,-0.005187842,-0.0037812605,-0.0061164177,-0.0012289399,0.0006371509,0.002858395,0.0009992454,-0.0014742329,-0.00040019513,-0.002735963,-0.002932205,0.00025139502,0.0077403407,0.001990219,-0.0032143753,-0.004058221,-0.0024819525,-0.010200308
