,Time0,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Time8,Time9,Time10,Time11,Time12,Time13,Time14,Time15,Time16,Time17,Time18,Time19,Time20,Time21,Time22,Time23,Time24,Time25,Time26,Time27,Time28,Time29,Time30,Time31,Time32,Time33,Time34,Time35,Time36,Time37,Time38,Time39,Time40,Time41,Time42,Time43,Time44,Time45,Time46,Time47,Time48,Time49
0,26.535615921020508,25.819929838180542,25.74609088897705,25.725920915603638,25.768772840499878,25.665622234344482,25.66205096244812,25.802071809768677,25.792109966278076,25.594741106033325,25.73316502571106,25.774614095687866,25.70221781730652,25.751963138580322,25.7477867603302,25.851943016052246,25.765944004058838,25.87161087989807,25.87633180618286,25.772334098815918,25.836606979370117,25.703934907913208,25.871090173721313,25.913087129592896,25.820472955703735,25.7902569770813,25.731773853302002,25.88007688522339,25.921247005462646,25.82305407524109,25.871212005615234,25.85253095626831,25.84796905517578,25.736656188964844,25.799804210662842,25.839700937271118,25.915184020996094,25.84273886680603,25.93044662475586,25.928191900253296,25.8991539478302,25.92373776435852,25.804826974868774,25.90532684326172,25.670127153396606,25.73927903175354,26.376190900802612,25.7210750579834,25.913988828659058,25.75356101989746
