,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49
0,0.00030395595,0.0007488663,-0.001699281,1.1361016e-05,0.00015204273,0.0013485574,-5.8074893e-05,0.000569339,0.00048322952,-0.001683291,0.00072783954,0.0026173608,0.0006712862,0.0010175643,-0.00021145259,0.000120767836,-0.00061773474,0.00026477542,0.00065742416,0.000262349,0.0010794001,-5.09731e-06,0.0002711016,0.00013053592,0.00016482944,0.00016010666,-0.0008232085,2.7597664e-05,0.0024391196,-0.00030457092,0.0011023417,-0.00025749797,-0.0019973728,0.0019398357,0.0014695833,0.0006259579,-0.00013739671,0.0005345901,-0.0021193228,0.0010327355,0.0014410754,0.00073611253,0.0004594587,-0.00021990445,8.657193e-05,1.901715e-05,-0.00022161902,0.0009771587,-0.0012774455,0.0004122726
1,0.00027503617,-0.00018723893,-0.0013645298,0.00014760844,-0.00044090865,0.000998529,0.00014392797,8.7597495e-05,-0.00027201968,-0.0014936454,0.0005171601,0.0011193921,7.426362e-05,7.769408e-05,-0.00020924685,0.00020800561,-0.000280382,0.0003731414,5.0887185e-05,1.5250596e-05,0.000632834,0.0003187011,0.00021453113,0.0004184302,-0.00036477885,-0.00032943147,-0.00088121276,0.00025328159,0.0012446516,-9.29975e-05,0.0003058756,-0.000145021,-0.00146877,0.0012361886,0.00065032,0.0005291591,5.8642663e-06,0.000251087,-0.0020383333,0.0007426027,0.0010805588,0.0004522724,6.366138e-05,-0.00023556988,0.00024584102,0.00020488148,0.00055717694,-0.00021050462,-0.0010502862,4.5174118e-05
2,0.00025953277,-0.0008455413,-0.0009873358,0.0002922651,-0.00072201394,0.0006162909,0.00034707834,-0.00025575847,-0.0007986582,-0.0012604536,0.00034457468,-0.00018177525,-0.00037367284,-0.0006522994,-0.00012089818,0.00030971348,7.652744e-05,0.00045265746,-0.0003779749,-7.668148e-05,0.00026420236,0.0005988743,0.00018526232,0.0005949517,-0.00059271394,-0.0006128393,-0.00084288104,0.00042537955,0.00018177625,0.0001396155,-0.0003409657,3.9198894e-06,-0.0009140709,0.00059318065,-5.2931642e-05,0.0004273444,0.00020009668,9.210647e-06,-0.0018888189,0.0005106455,0.00075222,0.00017506405,-0.00021470812,-0.0001892442,0.00037101936,0.00034708536,0.001140134,-0.0010736703,-0.0007790679,-0.00021671652
3,0.00026695651,-0.0012217482,-0.00056108093,0.0004532931,-0.0007236458,0.00022721144,0.00056507153,-0.00044640744,-0.0010943906,-0.00097453577,0.00022170818,-0.0012679547,-0.0006597584,-0.001164815,5.6037617e-05,0.0004317927,0.00045502075,0.00051470863,-0.00063204946,-2.7702952e-05,-1.5884925e-05,0.00083567563,0.00019365997,0.00069589354,-0.00055358536,-0.0006936192,-0.0007008807,0.000564262,-0.0007270454,0.00039699455,-0.00082167314,0.0001974104,-0.0003272097,2.8032027e-05,-0.0006188174,0.00033448817,0.00044001185,-0.00017673115,-0.0016575995,0.00034505976,0.00046909478,-6.8955596e-05,-0.0003711196,-7.212053e-05,0.00048235274,0.00046978772,0.0015422729,-0.0016032627,-0.00045497424,-0.00036353822
4,0.0003109623,-0.0013130574,-7.71872e-05,0.0006410493,-0.00048262923,-0.00013818403,0.00081389793,-0.00047326193,-0.0011590831,-0.00062326534,0.00016322586,-0.0021190813,-0.00076979765,-0.0014513575,0.00032543548,0.00058248424,0.00085742335,0.00057515036,-0.0007123368,0.00014374236,-0.00019401664,0.0010360804,0.00025364314,0.00075993955,-0.00028571332,-0.000577934,-0.00044525627,0.0006928623,-0.0014584876,0.0006844536,-0.0011201253,0.00044539184,0.0002997423,-0.00043916845,-0.0010238517,0.00026858176,0.0007236706,-0.00028846614,-0.0013303617,0.0002555612,0.00024743416,-0.00025020432,-0.00039746636,0.0001265937,0.00060220325,0.00059919676,0.0017870194,-0.0017931416,-6.758659e-05,-0.000385034
5,0.0004101542,-0.0011180678,0.00047536046,0.00086917874,-3.7745227e-05,-0.00044381054,0.0011082663,-0.00032779764,-0.0009928324,-0.0001929616,0.00018540265,-0.0027126758,-0.0006892597,-0.0015019265,0.00069188577,0.0007735311,0.0012870145,0.0006561566,-0.0006174155,0.00041832763,-0.0002548741,0.0012173031,0.00038144086,0.00082896266,0.0001688306,-0.0002703295,-6.6111825e-05,0.0008372434,-0.001985588,0.0010094007,-0.0012187845,0.00075982505,0.00097592105,-0.00078416656,-0.0012426269,0.0002509183,0.0010539044,-0.0003030571,-0.0008893331,0.00025505453,0.00010692777,-0.00033622372,-0.00028552246,0.00041832065,0.0007555111,0.0007633091,0.0019080366,-0.0016431729,0.0003956897,-0.0002687429
6,0.0005869227,-0.0006384487,0.0011093732,0.0011551323,0.0005732424,-0.0006485304,0.0014609926,-3.1146437e-06,-0.00059620466,0.0003345271,0.0003084778,-0.003024559,-0.00040270464,-0.0013050012,0.0011626018,0.0010206254,0.001749369,0.00078538514,-0.0003426158,0.00077879016,-0.00017994968,0.0014042939,0.00059691083,0.0009456403,0.000769938,0.00022460391,0.000450085,0.001026806,-0.0022792083,0.001382464,-0.001100158,0.0011556817,0.0017134433,-0.0009789899,-0.0012473657,0.00030792586,0.0014391427,-0.00019457118,-0.00031399803,0.00035951423,7.0774775e-05,-0.00029132137,-2.2531836e-05,0.00081672706,0.0009692956,0.0009926029,0.0019494487,-0.0011586621,0.0009496404,-6.4927025e-07
7,0.0008695615,0.000119867495,0.0018405834,0.0015204787,0.0013164034,-0.00070534815,0.0018793942,0.000506912,3.164198e-05,0.0009803851,0.00055626757,-0.0030275104,0.000105352105,-0.0008469295,0.0017474794,0.001344928,0.0022528642,0.0009975274,0.000119832075,0.0012168508,5.2542448e-05,0.0016303045,0.0009246351,0.0011544381,0.0014831371,0.00090419094,0.0011184165,0.0012951382,-0.0023070204,0.001819108,-0.0007444943,0.0016507801,0.0025268549,-0.0009911654,-0.0010085326,0.00047130932,0.0018929957,6.717214e-05,0.00041884294,0.0005889083,0.00016717408,-7.8046345e-05,0.00040604992,0.0013376403,0.001274436,0.0013196279,0.0019668837,-0.00035263435,0.0016123452,0.0004365462
8,0.0012915818,0.0011448375,0.0026885471,0.0019919446,0.0021660156,-0.0005614853,0.0023707433,0.0012085713,0.00089347234,0.0017701931,0.000957089,-0.0026910608,0.0008497916,-0.000112912014,0.0024616015,0.0017738893,0.002811392,0.0013328182,0.0007820324,0.0017365038,0.00046870962,0.001935994,0.0013941207,0.001501312,0.002283799,0.0017692215,0.00195784,0.0016804623,-0.00203294,0.0023404546,-0.0001305742,0.0022673951,0.003434234,-0.0007821025,-0.0004944906,0.00077916065,0.0024366474,0.00051630294,0.0013371605,0.0009686589,0.00042825876,0.00034422654,0.0010189397,0.001999589,0.0017045162,0.0017795418,0.0020251647,0.0007549701,0.0024053417,0.0010626402
9,0.0018932327,0.0024161006,0.0036772618,0.0026030345,0.0031077648,-0.00015918513,0.0029452033,0.0021112964,0.0019961274,0.002735545,0.0015452805,-0.0019820866,0.0018454501,0.00091408653,0.003323627,0.0023428423,0.0034462688,0.0018406124,0.0016612827,0.002360433,0.001099517,0.0023703235,0.0020398975,0.002032933,0.0031626772,0.0028239805,0.002990174,0.002226276,-0.0014180515,0.0029749214,0.0007656393,0.003032571,0.004458428,-0.00030813622,0.00032773806,0.0012763988,0.003098447,0.0011913629,0.0024721455,0.0015303869,0.0008937435,0.0010181345,0.0018403383,0.0028252553,0.002298545,0.002411534,0.0021996493,0.0021367597,0.0033550716,0.0019023468
