,Time0,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Time8,Time9,Time10,Time11,Time12,Time13,Time14,Time15,Time16,Time17,Time18,Time19,Time20,Time21,Time22,Time23,Time24,Time25,Time26,Time27,Time28,Time29,Time30,Time31,Time32,Time33,Time34,Time35,Time36,Time37,Time38,Time39,Time40,Time41,Time42,Time43,Time44,Time45,Time46,Time47,Time48,Time49
0,25.87950301170349,25.010695934295654,25.15555500984192,25.18712091445923,25.255598068237305,25.092128038406372,25.21553897857666,25.235892057418823,25.330785989761353,25.280540943145752,25.25606417655945,25.187700033187866,25.239629983901978,25.29863405227661,25.192878007888794,25.23971462249756,25.285343885421753,25.20379066467285,25.24387788772583,25.31697988510132,25.355636835098267,25.257789850234985,25.252631187438965,25.273032903671265,25.376281023025513,25.5170259475708,25.298719882965088,25.228771686553955,25.283211946487427,25.22894787788391,25.279956102371216,25.22365713119507,25.25863790512085,25.277254104614258,25.352724075317383,25.393627882003784,25.420122861862183,25.418463230133057,25.269613027572632,25.419090032577515,25.27064299583435,25.28404402732849,25.2863450050354,25.18480896949768,25.21474027633667,25.246838092803955,25.60170602798462,25.303648948669434,25.319464206695557,25.502717971801758
