,Time0,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Time8,Time9,Time10,Time11,Time12,Time13,Time14,Time15,Time16,Time17,Time18,Time19,Time20,Time21,Time22,Time23,Time24,Time25,Time26,Time27,Time28,Time29,Time30,Time31,Time32,Time33,Time34,Time35,Time36,Time37,Time38,Time39,Time40,Time41,Time42,Time43,Time44,Time45,Time46,Time47,Time48,Time49
0,25.902876138687134,25.216649293899536,25.17110300064087,25.3073251247406,25.18294095993042,25.228690147399902,25.1737380027771,25.24470281600952,25.343430280685425,25.229402780532837,25.366339921951294,25.276405811309814,25.20614194869995,25.258544206619263,25.31994128227234,25.217918157577515,25.407374143600464,25.4270658493042,25.467833757400513,25.436399221420288,25.318635940551758,25.289058923721313,25.34590172767639,25.773956060409546,25.305022954940796,25.5890371799469,25.43986678123474,25.391008138656616,25.318268060684204,25.37395405769348,25.447530031204224,25.358777046203613,25.347800970077515,25.61814308166504,25.39742374420166,25.213955879211426,25.43611717224121,25.347774982452393,25.465467929840088,25.312336921691895,25.34726095199585,25.27504014968872,25.332613945007324,25.38529682159424,25.33436107635498,25.30486011505127,25.431999921798706,25.360706090927124,25.450345039367676,25.437226057052612
