,Time0,Time1,Time2,Time3,Time4,Time5,Time6,Time7,Time8,Time9,Time10,Time11,Time12,Time13,Time14,Time15,Time16,Time17,Time18,Time19,Time20,Time21,Time22,Time23,Time24,Time25,Time26,Time27,Time28,Time29,Time30,Time31,Time32,Time33,Time34,Time35,Time36,Time37,Time38,Time39,Time40,Time41,Time42,Time43,Time44,Time45,Time46,Time47,Time48,Time49
0,25.796202898025513,25.125818967819214,25.276610136032104,25.505028247833252,25.244613885879517,25.21038508415222,25.25050973892212,25.29850697517395,25.461111068725586,25.331042051315308,25.302543878555298,25.39394998550415,25.486788988113403,25.644357204437256,25.565918922424316,25.318835973739624,25.316078662872314,25.284226894378662,25.343478202819824,25.358442783355713,25.359021186828613,25.389420986175537,25.41033697128296,25.603605031967163,25.371568202972412,25.42496109008789,25.417128324508667,25.312063932418823,25.31895089149475,25.420634031295776,25.353384971618652,25.30500316619873,25.302646160125732,25.28815197944641,25.481026887893677,25.268641710281372,25.415117025375366,25.334600925445557,25.340194702148438,25.39251208305359,25.33140802383423,25.314707040786743,25.32871103286743,25.170371055603027,25.34300708770752,25.250446796417236,25.459006309509277,25.355178356170654,25.718580961227417,25.754456043243408
