,y0,y1,y2,y3,y4,y5,y6,y7,y8,y9,y10,y11,y12,y13,y14,y15,y16,y17,y18,y19,y20,y21,y22,y23,y24,y25,y26,y27,y28,y29,y30,y31,y32,y33,y34,y35,y36,y37,y38,y39,y40,y41,y42,y43,y44,y45,y46,y47,y48,y49
0,-0.002678721,0.006664608,0.0028683075,-0.00023514146,0.00020624022,0.0010688186,0.00015661879,0.0060032895,0.00353308,-0.00093007844,0.0021195118,-0.0013076502,0.0030112835,0.0010479871,-0.001065454,-0.0033543298,0.0054496857,0.004752847,-0.002833826,0.002234704,0.0020460803,0.00019574552,0.0023053796,0.0015626919,0.0016194753,-0.0010245607,-0.0048031085,-0.0034762379,0.0019945765,0.002825072,-0.00273161,-0.004648747,0.0019329657,-0.0048519084,0.0011799127,-0.0025075166,-0.00027535803,-0.0012467843,0.0011249973,-0.0023342653,0.0001222592,0.0022536714,-0.0069377297,-0.0045741303,-0.0028580425,-0.0053330734,-0.0044773417,0.003944454,-0.0016368789,-0.0025480462
1,-0.0024479616,0.004045301,0.0016346398,-0.0009035073,-0.00025364492,0.00048759687,-0.00061692455,0.0036533833,0.0018592764,-0.001111664,0.0010312465,-0.0022264412,0.0011865326,0.0005130687,-0.0018200076,-0.0031329247,0.0029797961,0.0024133974,-0.002272067,0.001058433,0.00014341838,-0.00028229947,0.0010632303,0.00062498136,0.00060049805,-0.0013351286,-0.004342566,-0.0033289564,0.0009670422,0.0016296657,-0.002832041,-0.004130272,0.00063789595,-0.004561911,0.00035192576,-0.002306067,-0.0006401979,-0.0016255293,0.0005830217,-0.0024782785,-0.000556286,0.00096009695,-0.0059170704,-0.0038074688,-0.0028492885,-0.0046347817,-0.0039731204,0.002086798,-0.0015642395,-0.002587347
2,-0.0021638556,0.0016022582,0.0005119345,-0.0014442998,-0.0006233866,-3.7810267e-05,-0.0012768452,0.0014901618,0.00035999028,-0.0012276183,7.4613694e-05,-0.0029890258,-0.00047716207,3.9407205e-05,-0.0024412863,-0.0028433108,0.00072588125,0.00029328233,-0.0016876941,1.4160536e-06,-0.001552708,-0.00065649167,-4.1614643e-05,-0.00018588765,-0.00029395812,-0.0015612481,-0.003815055,-0.003105857,4.904379e-05,0.0005503364,-0.0028381837,-0.0035330672,-0.000541567,-0.004193946,-0.00037505952,-0.0020691778,-0.0009176886,-0.0019083786,0.00011365928,-0.0025215123,-0.0011319821,-0.0001992173,-0.004854307,-0.003013208,-0.002750773,-0.003870545,-0.0033931027,0.00039856767,-0.001444884,-0.0025419919
3,-0.001811716,-0.0006317751,-0.00047876054,-0.0018424036,-0.00088979205,-0.0004901027,-0.0018055781,-0.00046062312,-0.000944477,-0.0012640412,-0.0007330154,-0.0035753446,-0.0019534733,-0.0003555889,-0.0029108697,-0.00247236,-0.0012852402,-0.0015824321,-0.0010720263,-0.0009149495,-0.0030168067,-0.0009146622,-0.0009898681,-0.0008530427,-0.0010450651,-0.0016880695,-0.003208399,-0.0027919067,-0.0007400693,-0.00039395763,-0.0027353673,-0.0028468177,-0.0015813112,-0.0037341795,-0.0009844381,-0.0017817548,-0.0010914921,-0.0020791702,-0.0002666358,-0.0024506983,-0.0015867904,-0.0012024451,-0.00373946,-0.0021816809,-0.0025498492,-0.0030303837,-0.002727155,-0.0010961356,-0.0012642101,-0.0023981503
4,-0.0013753029,-0.0026198444,-0.0013149444,-0.0020802282,-0.001036195,-0.0008488838,-0.002181517,-0.0021706522,-0.0020326013,-0.0012045511,-0.001371049,-0.0039636367,-0.003212966,-0.0006540046,-0.0032079734,-0.0020055624,-0.0030249069,-0.0031869996,-0.00041360751,-0.0016671274,-0.0042202184,-0.0010415702,-0.0017590533,-0.0013596338,-0.0016322361,-0.0016975222,-0.0025072594,-0.002371895,-0.0013787715,-0.0011819921,-0.0025062968,-0.002059584,-0.0024547179,-0.0031661163,-0.0014559381,-0.0014266447,-0.0011455318,-0.002118558,-0.00054006785,-0.0022504216,-0.0019014949,-0.0020267835,-0.0025607704,-0.0013005348,-0.0022322757,-0.0021028237,-0.0019628317,-0.002372972,-0.0010058553,-0.0021396943
5,-0.0008357495,-0.004323533,-0.0019704937,-0.0021380372,-0.0010428734,-0.0010893921,-0.0023811988,-0.003607518,-0.0028785807,-0.0010294645,-0.0018178066,-0.0041290666,-0.004221857,-0.0008327976,-0.0033083826,-0.0014252334,-0.004461533,-0.004490489,0.00030185236,-0.0022289802,-0.0051324894,-0.0010198273,-0.002325382,-0.0016856358,-0.0020314849,-0.0015697168,-0.0016961171,-0.0018270308,-0.001842854,-0.0017898005,-0.0021312917,-0.001158127,-0.003131766,-0.0024706651,-0.0017667537,-0.0009828468,-0.0010586597,-0.0020054656,-0.0006860096,-0.0019038956,-0.0020532717,-0.00264533,-0.0013044624,-0.00035523923,-0.0017789636,-0.0010745687,-0.0010863581,-0.003402829,-0.0006505782,-0.0017483422
6,-0.00017132328,-0.005698543,-0.0024167285,-0.001993798,-0.0008880926,-0.0011829388,-0.0023775606,-0.00473765,-0.003454586,-0.0007160274,-0.00204712,-0.0040440233,-0.0049438085,-0.0008664815,-0.0031851605,-0.00071148365,-0.005559736,-0.0054596253,0.0010909108,-0.002570793,-0.005718834,-0.0008285855,-0.0026610717,-0.0018068432,-0.0022163212,-0.0012809767,-0.00075426087,-0.001134736,-0.002104888,-0.0021900777,-0.0015882258,-0.00012611861,-0.0035792124,-0.00162655,-0.0018901438,-0.00042643625,-0.00080823735,-0.0017146519,-0.0006796604,-0.0013892945,-0.0020164046,-0.0030285802,4.6974274e-05,0.00067228713,-0.0011701828,7.147258e-05,-8.0810896e-05,-0.0041538496,-0.00017599037,-0.00120227
7,0.0006434101,-0.006698816,-0.002619514,-0.0016206782,-0.000546585,-0.0010989625,-0.0021407052,-0.0055217477,-0.003729807,-0.00023880997,-0.0020310162,-0.0036769847,-0.0053382087,-0.00072524755,-0.0028087674,0.00015920633,-0.0062810364,-0.006057334,0.0019747193,-0.0026596915,-0.005942494,-0.00044425257,-0.0027353282,-0.0016968518,-0.0021570793,-0.00080437516,0.00034099014,-0.00027126886,-0.0021329725,-0.0023503911,-0.0008512762,0.0010561426,-0.003758919,-0.00060801266,-0.0017962373,0.00027003154,-0.00036743484,-0.0012181035,-0.0004935072,-0.0006832425,-0.0017618532,-0.0031433024,0.0015138894,0.0018022737,-0.00038134176,0.0013535867,0.001074076,-0.004590538,0.00044472655,-0.0004766044
8,0.001637706,-0.0072737867,-0.0025415986,-0.0009895499,1.1076002e-05,-0.00080024183,-0.0016366502,-0.0059175864,-0.0036686782,0.00043409423,-0.0017363637,-0.0029932943,-0.005360711,-0.00037478577,-0.0021433993,0.0012150224,-0.006583264,-0.006243488,0.0029778609,-0.002458336,-0.0057611517,0.0001613566,-0.002514228,-0.0013253671,-0.0018199942,-0.00010749851,0.0016167935,0.0007942704,-0.0018923449,-0.0022366992,0.00010895906,0.0024110593,-0.0036284511,0.00061469455,-0.001449797,0.0011389233,0.00029335133,-0.00048379085,-9.559541e-05,0.000241632,-0.0012554041,-0.0029517706,0.0031207113,0.0030602312,0.0006143583,0.0027949603,0.002400703,-0.004672924,0.0012419857,0.00045749458
9,0.0028448799,-0.0073692175,-0.0021406193,-6.672329e-05,0.00081947504,-0.00024346681,-0.00082456914,-0.005877958,-0.0032320123,0.0013381094,-0.001126109,-0.001953371,-0.00496141,0.00022526493,-0.0011516863,0.002488118,-0.006420218,-0.0059734574,0.0041310336,-0.0019256317,-0.0051303376,0.0010195291,-0.0019579749,-0.0006562595,-0.0011661726,0.00084448204,0.0031043652,0.0020943028,-0.0013426669,-0.0018080437,0.0013269507,0.0039648404,-0.0031412558,0.0020749138,-0.00081254455,0.0022181247,0.0012091161,0.0005252648,0.0005516335,0.0014183655,-0.00045975778,-0.002413187,0.0048961267,0.004476653,0.0018496366,0.004422605,0.003926574,-0.0043565636,0.0022513461,0.0016342128
